Tiempo_s,Corriente_A,SoC,Voltaje_V,Temperatura_C,Potencia_W,C_rate,Calor_Generado_W,Energia_Wh
1016,9.6762424539909,0.9281152011753535,4.258881878220287,32.83296530607842,41.209973636567646,1.93524849079818,1.4044450204262375,15.893854852646427
1017,9.63974389620782,0.9286507425029206,4.258977049446622,32.80650273949266,41.055448016492264,1.927948779241564,1.3938699357671387,15.90525914376212
1018,9.603383010121846,0.9291842637812606,4.25907186168934,32.779959709056804,40.90149835543543,1.920676602024369,1.3833744785864537,15.916620671083074
1019,9.567159276438591,0.9297157726299516,4.259166316302521,32.75333793575371,40.74812253290845,1.9134318552877183,1.3729580493111748,15.927939594008881
1020,9.531072177822432,0.9302452766398307,4.259260414635134,32.72663912316226,40.59531843602936,1.9062144355644866,1.3626200528829127,15.939216071352224
1021,9.495121198889128,0.9307727833731023,4.259354158031059,32.69986495760613,40.443083959497265,1.8990242397778256,1.3523598987239058,15.950450261340974
1022,9.459305826198454,0.9312983003634466,4.2594475478291125,32.673017108301416,40.29141700556664,1.8918611652396908,1.3421770007032803,15.961642321620298
1023,9.423625548246868,0.931821835116127,4.259540585363055,32.64609722750297,40.140315484021706,1.8847251096493736,1.3320707771035663,15.972792409254748
1024,9.388079855460209,0.932343395108097,4.2596332719616194,32.61910695064966,39.989777312150935,1.8776159710920417,1.3220406505874664,15.983900680730345
1025,9.352668240186414,0.9328629877881074,4.259725608948525,32.592047896508426,39.8398004147216,1.870533648037283,1.3120860481648746,15.994967291956657
1026,9.317390196688276,0.9333806205768123,4.259817597642499,32.56492166731717,39.69038272395442,1.863478039337655,1.3022064011601417,16.005992398268866
1027,9.282245221136217,0.9338963008668754,4.2599092393572935,32.537729848926546,39.54152217949825,1.8564490442272432,1.2924011451795918,16.016976154429837
1028,9.247232811601084,0.9344100360230754,4.260000535401707,32.510474010940555,39.393216728404845,1.8494465623202168,1.2826697200792752,16.02791871463217
1029,9.212352468047,0.9349218333824113,4.260091487079598,32.48315570685607,39.24546432510375,1.8424704936093999,1.2730115699329747,16.038820232500257
1030,9.177603692324205,0.9354317002542071,4.2601820956899115,32.45577647420117,39.0982629313772,1.8355207384648409,1.2634261430004432,16.049680861092305
1031,9.14298598816195,0.9359396439202161,4.260272362526688,32.42833783467248,38.951610516335116,1.82859719763239,1.2539128916958862,16.0605007529024
1032,9.108498861161408,0.936445671634725,4.260362288879091,32.40084129427127,38.80550505639021,1.8216997722322816,1.24447127255668,16.07128005986251
1033,9.074141818788611,0.9369497906246578,4.260451876031419,32.373288343438546,38.65994453523309,1.8148283637577223,1.2351007462123242,16.082018933344518
1034,9.03991437036742,0.9374520080896782,4.260541125263125,32.345680457189076,38.5149269438075,1.807982874073484,1.2258007773536308,16.092717524162243
1035,9.00581602707251,0.9379523312022934,4.2606300378488395,32.31801909524426,38.37045028028564,1.8011632054145021,1.2165708347021416,16.103375982573432
1036,8.971846301922401,0.9384507671079557,4.260718615058384,32.290305702164,38.226512550043495,1.7943692603844803,1.20741039097978,16.113994458281777
1037,8.938004709772489,0.9389473229251653,4.260806858156786,32.26254170747746,38.083111765636275,1.7876009419544978,1.1983189228787279,16.124573100438898
1038,8.904290767308126,0.9394420057455712,4.260894768404308,32.23472852581285,37.94024594677397,1.7808581534616252,1.1892959110315309,16.135112057646335
1039,8.870703993037717,0.9399348226340734,4.260982347056454,32.20686755702606,37.79791312029691,1.7741407986075433,1.1803408399814292,16.14561147795753
1040,8.837243907285842,0.9404257806289226,4.2610695953639945,32.17896018632836,37.65611132015141,1.7674487814571684,1.171453198152911,16.156071508879794
1041,8.8039100321864,0.9409148867418218,4.261156514572982,32.151007784413025,37.51483858736551,1.76078200643728,1.1626324778224848,16.166492297376283
1042,8.770701891675795,0.941402147958026,4.261243105924768,32.123011707580936,37.374092970024805,1.754140378335159,1.1538781750896805,16.176873989867957
1043,8.737619011486135,0.941887571236442,4.261329370656022,32.094973297865174,37.23387252324831,1.747523802297227,1.145189789848259,16.187216732235527
1044,8.704660919138444,0.9423711635097274,4.26141530999875,32.06689388315465,37.094175309164356,1.7409321838276888,1.136566825757642,16.197520669821404
1045,8.67182714393594,0.9428529316843904,4.261500925180307,32.038774777316675,36.954999396886706,1.734365428787188,1.1280087902145621,16.20778594743165
1046,8.63911721695728,0.9433328826408881,4.261586217423425,32.0106172803186,36.816342862490565,1.7278234433914559,1.1195151943249153,16.218012709337895
1047,8.6065306710499,0.9438110232337242,4.2616711879462175,31.98242267834844,36.67820378898878,1.7213061342099798,1.1110855528758394,16.228201099279282
1048,8.574067040823312,0.9442873602915478,4.261755837962207,31.95419224393454,36.5405802663081,1.7148134081646624,1.1027193843079894,16.238351260464366
1049,8.541725862642476,0.9447619006172502,4.2618401686803375,31.925927236064283,36.403470391265415,1.7083451725284953,1.0944162106880302,16.24846333557305
1050,8.50950667462117,0.9452346509880625,4.261924181304993,31.897628900301825,36.2668722675442,1.701901334924234,1.0861755576813334,16.25853746675848
1051,8.477409016615395,0.9457056181556522,4.262007877036013,31.86929846890489,36.13078400567094,1.695481803323079,1.07799695452488,16.268573795648944
1052,8.445432430216805,0.9461748088462199,4.262091257068716,31.840937160940623,35.99520372299165,1.689086486043361,1.0698799340003657,16.278572463349775
1053,8.41357645874616,0.9466422297605946,4.262174322593906,31.812546182400506,35.86012954364845,1.682715291749232,1.0618240324075134,16.28853361044523
1054,8.381840647246804,0.9471078875743306,4.2622570747978985,31.78412672631435,35.72555959855629,1.6763681294493609,1.0538287895375809,16.298457377000386
1055,8.35022454247817,0.9475717889378016,4.262339514862534,31.755679972863366,35.59149202537962,1.670044908495634,1.0458937486470714,16.308343902562992
1056,8.318727692909292,0.9480339404762965,4.262421643965196,31.727207089492307,35.457924968509225,1.6637455385818583,1.038018456431639,16.318193326165357
1057,8.28734964871238,0.9484943487901139,4.262503463278822,31.698709231020732,35.32485657903905,1.6574699297424762,1.0302024630001982,16.3280057863262
1058,8.256089961756379,0.9489530204546559,4.262584973971932,31.67018753975336,35.19228501474324,1.6512179923512758,1.0224453218492167,16.33778142105252
1059,8.224948185600576,0.9494099620205226,4.262666177208636,31.64164314558952,35.06020844005311,1.6449896371201151,1.014746589837213,16.347520367841422
1060,8.193923875488217,0.9498651800136053,4.262747074148649,31.61307716613172,34.928625026034155,1.6387847750976434,1.0071058271594375,16.35722276368199
1061,8.163016588340165,0.9503186809351798,4.262827665947318,31.584490706793364,34.79753295036335,1.632603317668033,0.9995225973227506,16.36688874505709
1062,8.132225882748566,0.9507704712619992,4.262907953755628,31.555884860905557,34.66693039730624,1.6264451765497132,0.9919964671206853,16.37651844794523
1063,8.101551318970541,0.9512205574463864,4.262987938720221,31.52726070982308,34.53681555769432,1.6203102637941083,0.9845270066086996,16.38611200782237
1064,8.070992458921921,0.9516689459163266,4.263067621983421,31.498619323029484,34.407186628902394,1.6141984917843843,0.9771137890796179,16.39566955966373
1065,8.04054886617097,0.9521156430755583,4.263147004683234,31.469961758241347,34.27804181482595,1.6081097732341942,0.9697563910392493,16.405191237945626
1066,8.010220105932168,0.9525606553036656,4.263226087953381,31.441289061511686,34.14937932585872,1.6020440211864337,0.9624543921821993,16.414677176647253
1067,7.980005745059992,0.953003988956169,4.263304872923303,31.412602267332517,34.02119737887022,1.5960011490119983,0.955207375367857,16.424127509252493
1068,7.949905352042734,0.9534456503646158,4.26338336071818,31.383902398736605,33.893494197183394,1.5899810704085469,0.9480149265965655,16.43354236875171
1069,7.919918496996344,0.9538856458366711,4.26346155245895,31.355190467398373,33.76626801055239,1.5839836993992686,0.9408766349859723,16.44292188764353
1070,7.890044751658279,0.9543239816562077,4.263539449262324,31.326467473734002,33.63951705514023,1.578008950331656,0.9337920927475554,16.452266197936623
1071,7.860283689381392,0.9547606640833955,4.263617052240796,31.297734407000714,33.5132395734967,1.5720567378762784,0.9267608951633272,16.461575431151484
1072,7.830634885127839,0.9551956993547915,4.263694362502668,31.26899224539525,33.387433814536294,1.566126977025568,0.9197826405627163,16.47084971832219
1073,7.801097915463012,0.9556290936834284,4.2637713811520594,31.240241956151554,33.262098033516175,1.5602195830926022,0.9128569302996201,16.480089189998164
1074,7.771672358549486,0.9560608532589033,4.263848109288926,31.211484495637656,33.13723049201423,1.5543344717098972,0.9059833687296319,16.489293976245946
1075,7.742357794140995,0.9564909842474667,4.263924548009075,31.182720809451776,33.01282945790718,1.548471558828199,0.8991615631874371,16.49846420665092
1076,7.713153803576437,0.9569194927921099,4.264000698404178,31.15395183251765,32.88889320534877,1.5426307607152874,0.8923911239643848,16.50760001031907
1077,7.684059969773883,0.9573463850126529,4.264076561561791,31.125178489179056,32.76542001474802,1.5368119939547766,0.8856716642862211,16.516701515878722
1078,7.655075877224634,0.957771667005832,4.264152138565368,31.096401693293615,32.64240817274759,1.5310151754449268,0.8790028002909975,16.525768851482262
1079,7.626201111987276,0.9581953448453869,4.264227430494273,31.06762234832579,32.51985597220207,1.5252402223974553,0.8723841510071395,16.534802144807873
1080,7.597435261681773,0.958617424582147,4.264302438423803,31.038841347439156,32.397761712156566,1.5194870523363546,0.8658153383316839,16.54380152306125
1081,7.568777915483577,0.9590379122441184,4.264377163425196,31.010059573587895,32.27612369782512,1.5137555830967153,0.8592959870086788,16.552767112977314
1082,7.54022866411776,0.9594568138365693,4.2644516065656495,30.98127789960757,32.15494024056934,1.508045732823552,0.8528257246077464,16.561699040821917
1083,7.51178709985317,0.9598741353421167,4.264525768908338,30.952497188305145,32.03420965787707,1.502357419970634,0.8464041815028075,16.57059743239355
1084,7.483452816496606,0.960289882720811,4.264599651512422,30.923718292548276,31.91393027334108,1.4966905632993213,0.8400309908509648,16.579462413025034
1085,7.455225409387021,0.9607040619102213,4.26467325543307,30.89494205535388,31.794100416637892,1.4910450818774041,0.833705788571548,16.588294107585213
1086,7.427104475389736,0.9611166788255208,4.264746581721471,30.86616930997597,31.674718423506615,1.4854208950779473,0.8274282133253138,16.597092640480632
1087,7.39908961289069,0.9615277393595703,4.264819631424845,30.83740087999279,31.555782635727873,1.479817922578138,0.8211979064938035,16.605858135657222
1088,7.371180421790699,0.9619372493830031,4.2648924055864645,30.80863757939322,31.437291401102787,1.47423608435814,0.8150145121588576,16.614590716601974
1089,7.343376503499743,0.9623452147443086,4.264964905245666,30.779880212662512,31.319243073432034,1.4686753006999487,0.8088776770822818,16.623290506344595
1090,7.315677460931278,0.9627516412699159,4.265037131437868,30.75112957486727,31.201636012495005,1.4631354921862556,0.8027870506856686,16.631957627459176
1091,7.288082898496553,0.9631565347642768,4.26510908519458,30.722386451739794,31.084468584028897,1.4576165796993106,0.7967422850303687,16.64059220206585
1092,7.260592422098978,0.9635599010099489,4.2651807675434235,30.693651619761695,30.96773915970808,1.4521184844197956,0.7907430347976165,16.649194351832435
1093,7.23320563912848,0.9639617457676782,4.26525217950814,30.664925846246856,30.85144611712332,1.4466411278256959,0.7847889572688006,16.65776419797608
1094,7.205922158455903,0.9643620747764814,4.265323322108617,30.636209889423686,30.735587839761223,1.4411844316911806,0.7788797123058867,16.666301861264902
1095,7.178741590427421,0.9647608937537273,4.265394196360885,30.607504498516736,30.62016271698363,1.4357483180854842,0.7730149623319862,16.67480746201962
1096,7.151663546858975,0.9651582083952195,4.2654648032771485,30.57881041382761,30.505169144007173,1.430332709371795,0.7671943723120724,16.683281120115176
1097,7.124687641030724,0.9655540243752767,4.265535143865793,30.550128366815255,30.390605521882826,1.424937528206145,0.7614176097338392,16.691722954982364
1098,7.097813487681528,0.9659483473468146,4.2656052191314,30.521459080175553,30.276470257475573,1.4195626975363056,0.7556843445887074,16.70013308560944
1099,7.07104070300344,0.9663411829414259,4.265675030074763,30.492803267920298,30.162761763444074,1.4142081406006881,0.7499942493529708,16.70851163054373
1100,7.04436890463623,0.9667325367694612,4.265744577692897,30.464161635455504,30.04947845822045,1.408873780927246,0.7443469989690876,16.716858707893234
1101,7.01779771166192,0.9671224144201092,4.265813862979059,30.435534879659077,29.93661876599014,1.4035595423323841,0.7387422708271092,16.72517443532823
1102,6.991326744599348,0.9675108214614758,4.265882886922761,30.406923688957853,29.82418111667178,1.3982653489198698,0.7331797447462518,16.73345893008286
1103,6.964955625398742,0.9678977634406647,4.265951650509779,30.37832874340401,29.71216394589713,1.3929911250797484,0.7276591029566039,16.74171230895672
1104,6.93868397743633,0.9682832458838556,4.266020154722172,30.349750714750837,29.60056569499119,1.3877367954872661,0.7221800300809748,16.74993468831644
1105,6.91251142550895,0.9686672742963839,4.266088400538295,30.321190266527907,29.489384810952167,1.38250228510179,0.7167422131168767,16.75812618409726
1106,6.886437595828702,0.9690498541628189,4.266156388932813,30.29264805411561,29.378619746431735,1.3772875191657403,0.7113453414186448,16.766286911804603
1107,6.860462116017605,0.9694309909470421,4.266224120876715,30.264124724819077,29.26826895971522,1.372092423203521,0.7059891066796914,16.774416986515636
1108,6.834584615102274,0.9698106900923256,4.266291597337324,30.235620917941517,29.158330914701786,1.366916923020455,0.7006732029148905,16.78251652288083
1109,6.808804723508636,0.9701889570214094,4.266358819278321,30.207137264856936,29.04880408088496,1.3617609447017274,0.6953973264431027,16.79058563512552
1110,6.783122073056632,0.9705657971365792,4.2664257876597445,30.178674389082254,28.93968693333284,1.3566244146113264,0.6901611758698215,16.798624437051448
1111,6.757536296954976,0.9709412158197434,4.266492503438017,30.150232906348844,28.830977952668704,1.3515072593909951,0.6849644520699595,16.8066330420383
1112,6.73204702979591,0.9713152184325098,4.266558967565951,30.121813424673476,28.722675625051465,1.346409405959182,0.679806858170759,16.814611563045258
1113,6.706653907549983,0.9716878103162626,4.266625180992765,30.093416544428674,28.614778442156283,1.3413307815099966,0.6746880995348318,16.822560112612525
1114,6.681356567560856,0.9720589967922382,4.266691144664098,30.065042858412497,28.50728490115522,1.3362713135121713,0.6696078837433288,16.830478802862846
1115,6.65615464854012,0.9724287831616015,4.266756859522023,30.03669295191775,28.40019350469796,1.331230929708024,0.6645659205792337,16.83836774550304
1116,6.63104779056214,0.9727971747055216,4.266822326505059,30.008367402800623,28.29350276089258,1.326209558112428,0.6595619220107855,16.846227051825508
1117,6.606035635058907,0.9731641766852471,4.26688754654818,29.98006678154876,28.187211183286347,1.3212071270117813,0.6545956021750221,16.854056832709755
1118,6.581117824814927,0.9735297943421813,4.266952520582842,29.951791651348778,28.081317290846723,1.3162235649629854,0.6496666773614515,16.86185719862388
1119,6.556294003962114,0.9738940328979571,4.2670172495369805,29.923542568153213,27.975819607942213,1.3112588007924226,0.6447748659958434,16.869628259626086
1120,6.531563817974703,0.9742568975545112,4.267081734335035,29.895320080746934,27.870716664323457,1.3063127635949408,0.6399198886241442,16.877370125366177
1121,6.506926913664198,0.9746183934941591,4.267145975897954,29.867124730812996,27.766006995104274,1.3013853827328394,0.6351014678965122,16.88508290508704
1122,6.482382939174316,0.9749785258796688,4.267209975143218,29.838957052997944,27.661689140742855,1.2964765878348632,0.6303193285514738,16.892766707626134
1123,6.457931543975976,0.9753372998543341,4.267273732984841,29.810817574976607,27.55776164702292,1.291586308795195,0.6255731974001989,16.900421641416973
1124,6.433572378862273,0.9756947205420488,4.267337250333393,29.782706817516317,27.454223065034995,1.2867144757724547,0.6208628033108935,16.908047814490594
1125,6.409305095943511,0.976050793047379,4.267400528096007,29.754625294540627,27.351071951157767,1.281861019188702,0.6161878771933118,16.915645334477027
1126,6.385129348642223,0.9764055224556368,4.267463567176398,29.726573513192502,27.24830686703945,1.2770258697284445,0.6115481519833839,16.92321430860676
1127,6.361044791688222,0.9767589138329529,4.267526368474867,29.69855197389696,27.145926379579205,1.2722089583376444,0.6069433626279579,16.930754843712197
1128,6.337051081113676,0.9771109722263481,4.267588932888323,29.670561170423234,27.04392906090871,1.2674102162227352,0.6023732460696603,16.938267046229118
1129,6.313147874248188,0.9774617026638064,4.267651261310291,29.642601589946384,26.94231348837366,1.2626295748496377,0.5978375412318663,16.94575102219811
1130,6.2893348297139084,0.9778111101543461,4.267713354630923,29.61467371310843,26.84107824451545,1.2578669659427817,0.5933359890037871,16.95320687726603
1131,6.265611607420655,0.9781591996880916,4.26777521373702,29.586778014078952,26.740221917052843,1.253122321484131,0.5888683322256667,16.960634716687434
1132,6.241977868561055,0.978505976236345,4.26783683951203,29.55891496061521,26.63974309886365,1.248395573712211,0.5844343156740902,16.968034645326007
1133,6.218433275605717,0.9788514447516565,4.267898232836074,29.531085014121746,26.539640387966678,1.2436866551211434,0.5800336860474067,16.975406767655997
1134,6.194977492298395,0.9791956101678954,4.267959394585951,29.50328862970952,26.439912387503448,1.238995498459679,0.5756661919512556,16.982751187763636
1135,6.171610183651196,0.9795384774003204,4.2680203256351525,29.475526256254515,26.3405577057202,1.2343220367302392,0.5713315838842071,16.99006800934856
1136,6.148331015939794,0.9798800513456504,4.268081026853877,29.4477983364559,26.241574955949858,1.2296662031879588,0.567029614223509,16.997357335725212
1137,6.125139656698664,0.9802203368821336,4.26814149910904,29.42010530689368,26.14296275659407,1.2250279313397328,0.5627600372109395,17.004619269824268
1138,6.102035774716331,0.9805593388696179,4.268201743264286,29.39244759808588,26.044719731105282,1.2204071549432662,0.5585226089387689,17.01185391419402
1139,6.0790190400306425,0.9808970621496196,4.268261760180003,29.364825634545245,25.946844507968944,1.2158038080061284,0.5543170873358261,17.01906137100179
1140,6.056089123924056,0.9812335115453932,4.268321550713333,29.337239834835483,25.849335720685676,1.211217824784811,0.5501432321536686,17.026241742035314
1141,6.033245698918943,0.9815686918619998,4.268381115718183,29.30969061162703,25.752192007753568,1.2066491397837886,0.5460008049528589,17.033395128704136
1142,6.010488438772915,0.9819026078863761,4.268440456045244,29.28217837175235,25.65541201265053,1.202097687754583,0.5418895690893432,17.040521632040985
1143,5.98781701847416,0.9822352643874024,4.268499572541995,29.254703516260797,25.558994383816636,1.197563403694832,0.5378092897009317,17.047621352703157
1144,5.965231114236802,0.9825666661159711,4.268558466052717,29.227266440472974,25.462937774636586,1.1930462228473604,0.5337597336938826,17.05469439097389
1145,5.942730403496282,0.9828968178050542,4.2686171374185085,29.199867534034688,25.367240843422238,1.1885460806992563,0.5297406697295861,17.06174084676373
1146,5.92031456490474,0.9832257241697712,4.268675587477296,29.172507180970435,25.271902253395133,1.1840629129809481,0.525751868211348,17.068760819611896
1147,5.89798327832644,0.983553389907456,4.268733817063843,29.14518575973643,25.176920672669144,1.179596655665288,0.5217931012712744,17.075754408687636
1148,5.875736224833185,0.9838798196977245,4.268791827009768,29.117903643273223,25.082294774233127,1.175147244966637,0.5178641427572538,17.08272171279159
1149,5.853573086699771,0.9842050182025411,4.268849618143546,29.090661199057838,24.988023235933653,1.170714617339954,0.5139647682200382,17.089662830357124
1150,5.831493547399443,0.9845289900662856,4.268907191290534,29.063458789155508,24.89410474045783,1.1662987094798887,0.51009475490042,17.096577859451696
1151,5.80949729159938,0.9848517399158189,4.268964547272973,29.036296770270965,24.80053797531611,1.1618994583198758,0.5062538817165079,17.103466897778173
1152,5.787584005156186,0.9851732723605497,4.269021686910002,29.009175493799315,24.70732163282521,1.1575168010312373,0.5024419292510959,17.11033004267618
1153,5.765753375111411,0.9854935919925004,4.2690786110176715,28.982095305876463,24.614454410091074,1.1531506750222822,0.4986586797391294,17.117167391123427
1154,5.744005089687073,0.985812703386372,4.269135320408953,28.95505654742914,24.521935008991882,1.1488010179374146,0.4949039170552651,17.123979039737037
1155,5.7223388382812095,0.9861306110996098,4.269191815893749,28.928059554224497,24.429762136161084,1.1444677676562418,0.4911774267015231,17.13076508477486
1156,5.700754311463444,0.9864473196724688,4.269248098278914,28.901104656919298,24.33793450297063,1.1401508622926888,0.4874789957950357,17.1375256221368
1157,5.679251200970562,0.9867628336280783,4.269304168368252,28.874192181108686,24.24645082551402,1.1358502401941124,0.48380841305588346,17.144260747366108
1158,5.657829199702109,0.9870771574725061,4.269360026962539,28.847322447374555,24.155309824589633,1.1315658399404218,0.48016546879502703,17.150970555650716
1159,5.636488001716009,0.9873902956948237,4.269415674859529,28.820495771333505,24.06451022568399,1.1272976003432018,0.4765499549023278,17.157655141824517
1160,5.615227302224191,0.9877022527671695,4.269471112853966,28.7937124636844,23.974050758955094,1.1230454604448383,0.4729616648346595,17.16431460036867
1161,5.594046797588239,0.9880130331448133,4.269526341737599,28.76697283025554,23.883930159215844,1.1188093595176478,0.46940039360410846,17.170949025412895
1162,5.5729461853150495,0.9883226412662196,4.269581362299189,28.740277172051407,23.7941471659175,1.11458923706301,0.4658659377662634,17.177558510736763
1163,5.551925164052522,0.9886310815531114,4.269636175324521,28.71362578529905,23.704700523133173,1.1103850328105043,0.46235809540859424,17.184143149770968
1164,5.530983433585244,0.9889383584105328,4.2696907815964185,28.687018961494065,23.615588979541425,1.1061966867170487,0.45887666613891626,17.190703035598617
1165,5.510120694830211,0.9892444762269123,4.269745181894748,28.66045698744619,23.52681128840983,1.1020241389660421,0.45542145107394244,17.197238260956507
1166,5.489336649832552,0.9895494393741252,4.269799376996438,28.633940145324512,23.438366207578746,1.0978673299665105,0.45199225282792294,17.20374891823639
1167,5.468631001761275,0.9898532522075564,4.269853367675487,28.607468712702318,23.350252499444952,1.093726200352255,0.4485888755013679,17.210235099486233
1168,5.448003454905025,0.9901559190661622,4.26990715470297,28.581042962601536,23.262468930945467,1.089600690981005,0.4452111246698563,17.216696896411495
1169,5.427453714667867,0.9904574442725326,4.2699607388470575,28.554663163536823,23.17501427354141,1.0854907429335734,0.44185880737293043,17.223134400376367
1170,5.406981487565074,0.9907578321329529,4.27001412087302,28.528329579559276,23.08788730320187,1.0813962975130147,0.4385317321030712,17.229547702405032
1171,5.3865864812189335,0.9910570869374651,4.270067301543242,28.502042470299777,23.00108680038784,1.0773172962437867,0.43522970879475853,17.235936893182917
1172,5.366268404354578,0.9913552129599292,4.270120281617234,28.47580209101197,22.914611550036234,1.0732536808709157,0.43195254881361345,17.242302063057927
1173,5.3460269667958205,0.9916522144580846,4.270173061851639,28.449608692614877,22.82846034154394,1.069205393359164,0.4287000649456218,17.24864330204169
1174,5.325861879461013,0.9919480956736102,4.270225643000248,28.423462521735146,22.742631968751912,1.0651723758922027,0.42547207138643994,17.254960699810788
1175,5.305772854358914,0.9922428608321857,4.270278025814006,28.39736382074897,22.65712522992933,1.0611545708717829,0.42226838373077913,17.26125434570799
1176,5.285759604584583,0.9925365141435515,4.27033021104103,28.371312827823623,22.571938927757834,1.0571519209169167,0.4190888189618725,17.267524328743477
1177,5.265821844315272,0.992829059801569,4.270382199426612,28.345309776958647,22.48707186931575,1.0531643688630543,0.4159331954410183,17.273770737596063
1178,5.245959288806353,0.9931205019842805,4.270433991713232,28.31935489802671,22.402522866062423,1.0491918577612707,0.41280133289720483,17.279993660614412
1179,5.226171654387249,0.9934108448539687,4.270485588640571,28.29344841681411,22.318290733822597,1.0452343308774499,0.4096930524168113,17.286193185818252
1180,5.206458658457381,0.9937000925572164,4.27053699094552,28.267590555060924,22.23437429277083,1.041291731691476,0.40660817643338737,17.292369400899577
1181,5.18682001948213,0.9939882492249654,4.270588199362191,28.241781530500838,22.15077236741595,1.037364003896426,0.40354652871750896,17.29852239322386
1182,5.167255456988822,0.9942753189725759,4.270639214621923,28.216021556900625,22.067483786585587,1.0334510913977644,0.40050793436671134,17.304652249831243
1183,5.147764691562717,0.994561305899885,4.270690037453303,28.190310844099294,21.98450738341077,1.0295529383125435,0.39749221979549687,17.310759057437746
1184,5.128347444843025,0.9948462140912652,4.270740668582164,28.164649598046903,21.901841995310534,1.025669488968605,0.3944992127254198,17.316842902436445
1185,5.109003439518922,0.9951300476156829,4.270791108731603,28.139038020843053,21.81948646397659,1.0218006879037844,0.39152874217524264,17.32290387089866
1186,5.089732399325595,0.9954128105267566,4.270841358621992,28.11347631077504,21.7374396353581,1.017946479865119,0.38858063845117025,17.328942048575147
1187,5.070534049040296,0.9956945068628144,4.270891418970981,28.087964662355706,21.655700359646385,1.0141068098080592,0.38565473313715465,17.33495752089727
1188,5.05140811447841,0.995975140646952,4.270941290493519,28.062503266360938,21.574267491259853,1.0102816228956821,0.3827508590852749,17.340950372978174
1189,5.032354322489541,0.9962547158870904,4.270990973901852,28.037092309866875,21.493139888828797,1.0064708644979081,0.37986885040618745,17.34692068961396
1190,5.0133724009536085,0.9965332365760322,4.271040469905543,28.011731976286782,21.41231641518038,1.0026744801907217,0.37700854245965026,17.352868555284843
1191,4.994462078776963,0.9968107066915198,4.271089779211478,27.98642244540763,21.3317959373236,0.9988924157553927,0.3741697718451165,17.358794054156323
1192,4.975623085888513,0.9970871301962915,4.271138902523877,27.961163893426335,21.251577326434326,0.9951246171777026,0.3713523763924009,17.364697270080335
1193,4.956855153235871,0.9973625110381379,4.271187840544304,27.935956492985717,21.171659457840423,0.9913710306471742,0.36855619515241517,17.370578286596402
1194,4.938158012781509,0.9976368531499591,4.271236593971674,27.910800413210136,21.09204121100682,0.9876316025563018,0.3657810683879733,17.376437186932794
1195,4.919531397498926,0.9979101604498202,4.2712851635022675,27.885695819740832,21.01272146952074,0.9839062794997853,0.3630268375646661,17.38227405400766
1196,4.900975041368843,0.9981824368410074,4.271333549829741,27.860642874770953,20.933699121076945,0.9801950082737687,0.360293345341805,17.388088970430182
1197,4.8824886793753945,0.9984536862120837,4.271381753645132,27.83564173708031,20.854973057462978,0.9764977358750789,0.3575804355634332,17.3938820185017
1198,4.864072047502357,0.998723912436945,4.27142977563687,27.81069256206979,20.776542174544563,0.9728144095004714,0.35488795324940653,17.39965328021685
1199,4.84572488272936,0.9989931193748744,4.27147761649079,27.78579550179553,20.69840537225092,0.9691449765458721,0.3522157445865371,17.405402837264695
1200,4.827446923028148,0.9992613108705982,4.271525276890141,27.760950705002756,20.62056155456027,0.9654893846056296,0.349563656919809,17.41113077102985
1201,4.809237907358826,0.9995284907543404,4.271572757515591,27.736158317159347,20.543009629485248,0.9618475814717652,0.34693153874365645,17.416837162593595
1202,4.791097575666131,0.9997946628418773,4.271620059045245,27.711418480489122,20.46574850905849,0.9582195151332262,0.34431923969330824,17.422522092735
1203,4.773025668875733,1.0,4.2715953850331365,27.686731334004822,20.38843441981428,0.9546051337751467,0.34172661053619957,17.428185546740504
1204,4.755021928890514,1.0,4.271325328933358,27.66209701354083,20.310245604503606,0.9510043857781028,0.33915350316344495,17.433827281630645
1205,4.737086098586898,1.0,4.2710562914788035,27.6375156517856,20.232361384646353,0.9474172197173797,0.33659977058137863,17.43944738201527
1206,4.719217921811171,1.0,4.270788268827168,27.612987378313793,20.154780538510078,0.9438435843622341,0.3340652669031562,17.445045932164856
1207,4.701417143375827,1.0,4.270521257150637,27.588512319618182,20.077501849518896,0.9402834286751653,0.3315498473404218,17.450623016011946
1208,4.683683509055917,1.0,4.270255252635839,27.56409059914123,20.000524106229886,0.9367367018111834,0.3290533681950352,17.456178717152564
1209,4.666016765585425,1.0,4.269990251483781,27.539722337306433,19.92384610230965,0.933203353117085,0.3265756868508641,17.46171311884765
1210,4.64841666065365,1.0,4.269726249909805,27.515407651549374,19.84746663651097,0.9296833321307301,0.32411666176563647,17.46722630402446
1211,4.630882942901597,1.0,4.269463244143524,27.49114665634853,19.771384512649565,0.9261765885803195,0.32167615246285436,17.472718355277976
1212,4.613415361918396,1.0,4.269201230428776,27.466939463255784,19.695598539581038,0.9226830723836793,0.31925401952376975,17.478189354872306
1213,4.596013668237719,1.0,4.268940205023566,27.442786180926706,19.620107531177837,0.9192027336475437,0.31685012457941897,17.483639384742077
1214,4.578677613334214,1.0,4.268680164200013,27.41868691515056,19.54491030630642,0.9157355226668429,0.3144643303027185,17.489068526493828
1215,4.56140694961997,1.0,4.268421104244299,27.39464176888004,19.470005688804495,0.912281389923994,0.31209650040062037,17.494476861407385
